des_chr,des_num,des,name,date_start,date_end,cum_ip
2003UM3,,2003UM3,,2057-10-11,2057-10-11,4.78e-08
2003UM3,,2003UM3,,2055-10-12,2055-10-12,8.86e-09
2003UM3,,2003UM3,,2082-10-13,2082-10-13,7.15e-10
2003WT153,,2003WT153,,2093-11-29,2093-11-29,2.12e-07
2003WT153,,2003WT153,,2096-12-01,2096-12-01,1.81e-11
2003WT153,,2003WT153,,2097-09-02,2097-09-02,1.69e-08
2003WT153,,2003WT153,,2097-09-15,2097-09-15,2.22e-08
2003WT153,,2003WT153,,2098-12-02,2098-12-02,2.8110000000000003e-09
2003WT153,,2003WT153,,2100-09-10,2100-09-10,5.74e-09
2003WT153,,2003WT153,,2101-09-11,2101-09-11,1.12e-08
2003WT153,,2003WT153,,2121-12-01,2121-12-01,6.24e-09
2003WT153,,2003WT153,,2103-12-03,2103-12-03,3.78e-11
2003WT153,,2003WT153,,2108-12-02,2108-12-02,1.53e-07
2003WT153,,2003WT153,,2110-09-06,2110-09-06,1.05e-07
2003WT153,,2003WT153,,2114-09-08,2114-09-08,3.83e-09
2003WT153,,2003WT153,,2117-09-09,2117-09-09,1.04e-10
2003WT153,,2003WT153,,2121-09-10,2121-09-10,3.76e-08
2003WT153,,2003WT153,,2093-09-06,2093-09-06,6.31e-07
2003WT153,,2003WT153,,2102-09-11,2102-09-11,1.17e-08
2003WT153,,2003WT153,,2089-09-18,2089-09-18,3.42e-09
2003WT153,,2003WT153,,2108-09-16,2108-09-16,9.36e-08
2003WT153,,2003WT153,,2086-12-01,2086-12-01,7.04e-09
2003WT153,,2003WT153,,2044-12-02,2044-12-02,4.88e-09
2003WT153,,2003WT153,,2048-08-30,2048-08-30,1.58e-06
2003WT153,,2003WT153,,2051-12-01,2051-12-01,9.36e-10
2003WT153,,2003WT153,,2055-08-26,2055-08-26,2.5e-10
2003WT153,,2003WT153,,2057-09-23,2057-09-23,5.96e-08
2003WT153,,2003WT153,,2058-12-14,2058-12-14,3.95e-08
2003WT153,,2003WT153,,2061-08-31,2061-08-31,5.4e-08
2003WT153,,2003WT153,,2087-09-07,2087-09-07,4.2399999999999996e-08
2003WT153,,2003WT153,,2072-12-02,2072-12-02,2.01e-11
2003WT153,,2003WT153,,2073-08-31,2073-08-31,6.27e-08
2003WT153,,2003WT153,,2075-09-09,2075-09-09,2.01e-07
2003WT153,,2003WT153,,2076-09-16,2076-09-16,2.23e-07
2003WT153,,2003WT153,,2077-12-02,2077-12-02,2.8103e-09
2003WT153,,2003WT153,,2083-12-03,2083-12-03,1.17e-08
2003WT153,,2003WT153,,2086-08-29,2086-09-04,2.503e-06
2003WT153,,2003WT153,,2062-12-01,2062-12-01,4.16e-11
2003YS70,,2003YS70,,2120-01-16,2120-01-16,5.37e-09
2003YS70,,2003YS70,,2116-01-13,2116-01-13,5.96e-07
2003YS70,,2003YS70,,2116-01-01,2116-01-01,1.72e-07
2003YS70,,2003YS70,,2108-01-16,2108-01-16,1.17e-07
2003YS70,,2003YS70,,2099-01-08,2099-01-12,1.99865e-07
2003YS70,,2003YS70,,2095-12-29,2095-12-29,1.26e-08
2003YS70,,2003YS70,,2086-02-03,2086-02-03,1.39e-08
2003YS70,,2003YS70,,2079-02-04,2079-02-04,1.14e-07
2003YS70,,2003YS70,,2076-01-01,2076-01-01,5.6e-08
2003YS70,,2003YS70,,2072-01-12,2072-01-12,3.11e-09
2003YS70,,2003YS70,,2057-02-02,2057-02-02,1.43e-06
2003YS70,,2003YS70,,2052-01-07,2052-01-07,1.15e-06
2003YS70,,2003YS70,,2086-12-30,2086-12-30,3.15e-08
2004BN41,,2004BN41,,2098-02-05,2098-02-05,9.59e-07
2004BN41,,2004BN41,,2116-02-12,2116-02-12,8.53e-07
2004BN41,,2004BN41,,2119-02-11,2119-02-11,7.280000000000001e-07
2004BN41,,2004BN41,,2122-02-13,2122-02-13,1.04e-07
2004DA53,,2004DA53,,2116-02-26,2116-02-26,3.26e-09
2004DA53,,2004DA53,,2119-02-25,2119-02-25,2.66e-08
2004DA53,,2004DA53,,2112-02-25,2112-02-25,1.86e-07
2004DA53,,2004DA53,,2121-02-25,2121-02-25,4.7425000000000005e-07
2004DA53,,2004DA53,,2101-02-25,2101-02-25,7.17e-10
2004DA53,,2004DA53,,2095-02-25,2095-02-25,4.12e-08
2004DA53,,2004DA53,,2111-02-25,2111-02-26,8.591e-06
2004FH,,2004FH,,2111-03-19,2111-03-19,1.62e-08
2004FM4,,2004FM4,,2119-03-23,2119-03-23,9e-08
2004FU162,,2004FU162,,2078-04-01,2078-04-01,7.49e-10
2004FU162,,2004FU162,,2078-12-03,2078-12-03,2.8e-09
2004FU162,,2004FU162,,2079-04-01,2079-04-01,5.43e-09
2004FU162,,2004FU162,,2080-04-01,2080-04-02,1.1913100000000001e-08
2004FU162,,2004FU162,,2080-12-02,2080-12-02,9.07e-10
2004FU162,,2004FU162,,2081-04-01,2081-04-01,8.69e-10
2004FU162,,2004FU162,,2082-03-31,2082-03-31,3.99e-10
2004FU162,,2004FU162,,2083-04-01,2083-04-01,1.03e-09
2004FU162,,2004FU162,,2083-12-05,2083-12-05,1.25e-11
2004FU162,,2004FU162,,2084-03-31,2084-04-01,1.8559e-08
2004FU162,,2004FU162,,2086-04-01,2086-04-01,1.54e-10
2004FU162,,2004FU162,,2087-04-02,2087-04-02,3.27e-10
2004FU162,,2004FU162,,2081-12-02,2081-12-02,2.18773e-08
2004FU162,,2004FU162,,2065-12-02,2065-12-02,1.15e-09
2004FU162,,2004FU162,,2075-04-02,2075-04-02,1.12e-10
2004FU162,,2004FU162,,2074-04-01,2074-04-01,1.93e-11
2004FU162,,2004FU162,,2073-12-03,2073-12-03,8.15e-11
2004FU162,,2004FU162,,2073-03-31,2073-03-31,4.22e-09
2004FU162,,2004FU162,,2072-03-31,2072-03-31,5.79e-09
2004FU162,,2004FU162,,2071-04-02,2071-04-02,1.9e-10
2004FU162,,2004FU162,,2070-04-01,2070-04-01,3.2092999999999997e-09
2004FU162,,2004FU162,,2069-04-01,2069-04-01,3.6e-09
2004FU162,,2004FU162,,2068-12-01,2068-12-04,5.093e-09
2004FU162,,2004FU162,,2068-03-31,2068-04-01,1.3663999999999999e-08
2004FU162,,2004FU162,,2067-04-01,2067-04-02,1.9594e-08
2004FU162,,2004FU162,,2066-12-04,2066-12-04,1.25e-11
2004FU162,,2004FU162,,2066-03-31,2066-04-01,9.462000000000001e-08
2004FU162,,2004FU162,,2087-12-04,2087-12-04,2.15e-10
2004FU162,,2004FU162,,2076-04-01,2076-04-01,2.328e-08
2004FU162,,2004FU162,,2088-12-02,2088-12-02,1.38e-08
2004FU162,,2004FU162,,2102-04-02,2102-04-02,9.77e-10
2004FU162,,2004FU162,,2090-04-01,2090-04-01,7.23e-11
2004FU162,,2004FU162,,2124-04-02,2124-04-02,5.1485e-09
2004FU162,,2004FU162,,2120-04-01,2120-04-01,9.85e-10
2004FU162,,2004FU162,,2118-04-02,2118-04-02,1.3e-09
2004FU162,,2004FU162,,2117-04-02,2117-04-02,4.06e-09
2004FU162,,2004FU162,,2112-04-03,2112-04-03,7.96e-11
2004FU162,,2004FU162,,2110-04-02,2110-04-02,3.264e-09
2004FU162,,2004FU162,,2109-04-02,2109-04-02,5.04e-10
2004FU162,,2004FU162,,2108-12-03,2108-12-03,3.18e-08
2004FU162,,2004FU162,,2108-04-02,2108-04-02,8.2e-09
2004FU162,,2004FU162,,2107-04-03,2107-04-03,5.24e-09
2004FU162,,2004FU162,,2065-03-31,2065-04-01,7.311e-08
2004FU162,,2004FU162,,2105-04-01,2105-04-02,3.6256e-09
2004FU162,,2004FU162,,2103-12-04,2103-12-04,6.97e-10
2004FU162,,2004FU162,,2103-04-02,2103-04-02,2.6399999999999998e-08
2004FU162,,2004FU162,,2102-12-04,2102-12-04,9.32e-10
2004FU162,,2004FU162,,2101-12-03,2101-12-03,3.92e-09
2004FU162,,2004FU162,,2101-04-01,2101-04-02,6.004999999999999e-10
2004FU162,,2004FU162,,2100-12-03,2100-12-03,1.119e-08
2004FU162,,2004FU162,,2099-04-01,2099-04-01,2.99e-09
2004FU162,,2004FU162,,2098-04-01,2098-04-01,1.84e-08
2004FU162,,2004FU162,,2097-12-03,2097-12-03,2.54e-10
2004FU162,,2004FU162,,2097-04-01,2097-04-01,6.2500000000000005e-09
2004FU162,,2004FU162,,2096-12-02,2096-12-02,4.74e-10
2004FU162,,2004FU162,,2096-04-01,2096-04-01,1.02e-10
2004FU162,,2004FU162,,2095-12-03,2095-12-03,1.71e-09
2004FU162,,2004FU162,,2095-04-01,2095-04-01,9.87e-08
2004FU162,,2004FU162,,2094-03-31,2094-03-31,3.37e-09
2004FU162,,2004FU162,,2092-04-01,2092-04-01,1.7e-10
2004FU162,,2004FU162,,2091-12-03,2091-12-03,5.25e-10
2004FU162,,2004FU162,,2089-12-02,2089-12-02,5.3068e-09
2004FU162,,2004FU162,,2106-04-02,2106-04-02,4.33e-10
2004FU162,,2004FU162,,2063-12-04,2063-12-04,1.66e-10
2004FU162,,2004FU162,,2063-04-01,2063-04-02,3.56728e-07
2004FU162,,2004FU162,,2039-04-01,2039-04-01,2.14091e-07
2004FU162,,2004FU162,,2038-12-03,2038-12-03,7e-10
2004FU162,,2004FU162,,2038-03-31,2038-03-31,1.66e-10
2004FU162,,2004FU162,,2037-12-03,2037-12-03,3.95e-10
2004FU162,,2004FU162,,2037-03-31,2037-03-31,5.753999999999999e-07
2004FU162,,2004FU162,,2036-12-03,2036-12-03,3.33e-10
2004FU162,,2004FU162,,2036-03-31,2036-04-01,1.2902e-07
2004FU162,,2004FU162,,2035-12-01,2035-12-01,2.71e-09
2004FU162,,2004FU162,,2035-04-01,2035-04-01,2.547e-08
2004FU162,,2004FU162,,2034-12-21,2034-12-21,7.31e-10
2004FU162,,2004FU162,,2034-12-05,2034-12-05,2.3e-09
2004FU162,,2004FU162,,2034-04-01,2034-04-01,5.08e-11
2004FU162,,2004FU162,,2033-12-03,2033-12-03,5.63e-10
2004FU162,,2004FU162,,2039-12-01,2039-12-01,5.23e-09
2004FU162,,2004FU162,,2033-03-31,2033-04-01,3.1423e-07
2004FU162,,2004FU162,,2032-04-01,2032-04-01,4.26e-10
2004FU162,,2004FU162,,2031-12-01,2031-12-04,2.079e-09
2004FU162,,2004FU162,,2031-04-01,2031-04-01,2.4217e-07
2004FU162,,2004FU162,,2064-03-31,2064-04-01,1.0067e-07
2004FU162,,2004FU162,,2030-04-01,2030-04-01,4.6054e-07
2004FU162,,2004FU162,,2029-11-30,2029-11-30,1.79e-09
2004FU162,,2004FU162,,2029-03-31,2029-04-01,5.171899999999999e-07
2004FU162,,2004FU162,,2028-12-03,2028-12-03,5.78e-10
2004FU162,,2004FU162,,2028-03-31,2028-03-31,8.911000000000001e-08
2004FU162,,2004FU162,,2027-12-04,2027-12-04,1.23e-09
2004FU162,,2004FU162,,2027-04-01,2027-04-02,4.860099999999999e-07
2004FU162,,2004FU162,,2026-11-30,2026-11-30,1.29e-09
2004FU162,,2004FU162,,2026-04-01,2026-04-01,3.8e-07
2004FU162,,2004FU162,,2032-12-03,2032-12-06,5.48e-09
2004FU162,,2004FU162,,2041-12-03,2041-12-03,2.93e-09
2004FU162,,2004FU162,,2030-12-01,2030-12-01,1.84e-09
2004FU162,,2004FU162,,2042-12-03,2042-12-03,2.73e-09
2004FU162,,2004FU162,,2042-03-31,2042-04-01,2.4288e-08
2004FU162,,2004FU162,,2062-12-02,2062-12-03,8.427e-09
2004FU162,,2004FU162,,2062-04-01,2062-04-02,6.5809999999999995e-09
2004FU162,,2004FU162,,2061-12-02,2061-12-02,4.08e-09
2004FU162,,2004FU162,,2061-03-31,2061-04-02,3.017e-08
2004FU162,,2004FU162,,2059-04-01,2059-04-01,3.57e-10
2004FU162,,2004FU162,,2057-11-30,2057-11-30,4.1e-08
2004FU162,,2004FU162,,2056-12-02,2056-12-02,4.846e-09
2004FU162,,2004FU162,,2056-03-31,2056-04-01,6.97e-08
2004FU162,,2004FU162,,2055-04-01,2055-04-01,1.1083000000000001e-07
2004FU162,,2004FU162,,2054-03-31,2054-04-01,1.5148e-08
2004FU162,,2004FU162,,2053-12-04,2053-12-04,2.81e-10
2004FU162,,2004FU162,,2053-04-01,2053-04-04,1.0444140000000001e-07
2004FU162,,2004FU162,,2052-12-02,2052-12-02,1.19e-09
2004FU162,,2004FU162,,2057-03-31,2057-04-01,4.001e-09
2004FU162,,2004FU162,,2051-03-31,2051-04-02,2.3005999999999998e-07
2004FU162,,2004FU162,,2050-04-01,2050-04-01,2.4980000000000003e-08
2004FU162,,2004FU162,,2049-12-03,2049-12-03,3.47e-10
2004FU162,,2004FU162,,2049-03-30,2049-04-02,9.803e-08
2004FU162,,2004FU162,,2048-03-31,2048-03-31,5.71e-09
2004FU162,,2004FU162,,2047-12-01,2047-12-04,3.434e-08
2004FU162,,2004FU162,,2047-04-01,2047-04-01,4.3596999999999995e-07
2004FU162,,2004FU162,,2043-04-01,2043-04-01,3.131e-08
2004FU162,,2004FU162,,2046-12-03,2046-12-09,3.657e-09
2004FU162,,2004FU162,,2046-04-01,2046-04-01,7.063e-08
2004FU162,,2004FU162,,2045-12-01,2045-12-04,5.0371e-09
2004FU162,,2004FU162,,2045-03-31,2045-04-01,7.527e-08
2004FU162,,2004FU162,,2044-12-02,2044-12-02,2.53e-09
2004FU162,,2004FU162,,2043-12-03,2043-12-05,2.7224e-09
2004FU162,,2004FU162,,2052-03-31,2052-03-31,4.6307000000000003e-07
2004FY3,,2004FY3,,2122-03-20,2122-03-20,4.66e-07
2004GE2,,2004GE2,,2103-05-03,2103-05-03,1.72e-10
2004GE2,,2004GE2,,2106-05-03,2106-05-03,3.05e-08
2004GE2,,2004GE2,,2109-05-02,2109-05-02,8.55e-09
2004OD4,,2004OD4,,2113-07-17,2113-07-17,3.21e-11
2004PU42,,2004PU42,,2105-08-18,2105-08-18,2.443e-06
2004PU42,,2004PU42,,2120-08-18,2120-08-18,2.75531e-08
2004PU42,,2004PU42,,2119-08-18,2119-08-18,3.49e-11
2004PU42,,2004PU42,,2118-08-18,2118-08-18,1.3e-11
2004PU42,,2004PU42,,2115-08-19,2115-08-19,4.21e-07
2004PU42,,2004PU42,,2114-08-18,2114-08-18,6.609e-08
2004PU42,,2004PU42,,2111-08-18,2111-08-18,1.03e-07
2004PU42,,2004PU42,,2109-08-18,2109-08-18,1.35e-07
2004PU42,,2004PU42,,2108-08-18,2108-08-18,3.58946e-08
2004PU42,,2004PU42,,2107-08-18,2107-08-18,5.91e-07
2004PU42,,2004PU42,,2121-08-18,2121-08-18,2.47e-09
2004PU42,,2004PU42,,2103-08-18,2103-08-18,4.74e-06
2004PU42,,2004PU42,,2071-08-17,2071-08-17,3.32e-07
2004PU42,,2004PU42,,2099-08-17,2099-08-17,3.347e-06
2004PU42,,2004PU42,,2093-08-17,2093-08-17,9.06e-07
2004PU42,,2004PU42,,2091-08-17,2091-08-17,1.54e-06
2004PU42,,2004PU42,,2089-08-17,2089-08-17,1.49e-05
2004PU42,,2004PU42,,2087-08-17,2087-08-17,3.21e-07
2004PU42,,2004PU42,,2085-08-17,2085-08-17,1.5227e-05
2004PU42,,2004PU42,,2083-08-17,2083-08-17,1.11e-05
2004PU42,,2004PU42,,2081-08-16,2081-08-17,1.1246e-05
2004PU42,,2004PU42,,2077-08-17,2077-08-17,1.8539e-06
2004PU42,,2004PU42,,2075-08-17,2075-08-17,1.22e-06
2004PU42,,2004PU42,,2101-08-18,2101-08-18,1e-05
2004RU109,,2004RU109,,2048-09-13,2048-09-13,1.31e-07
2004RU109,,2004RU109,,2038-09-14,2038-09-14,3.8e-07
2004RU109,,2004RU109,,2046-09-14,2046-09-14,1.19e-07
2004VM24,,2004VM24,,2092-11-12,2092-11-12,9.54e-08
2004VM24,,2004VM24,,2119-11-14,2119-11-14,5.69e-08
2004VM24,,2004VM24,,2114-11-14,2114-11-14,2.02e-06
2004VM24,,2004VM24,,2108-11-14,2108-11-14,2.57e-08
2004VM24,,2004VM24,,2107-11-14,2107-11-14,3.51e-08
2004VM24,,2004VM24,,2103-11-14,2103-11-14,2.35e-08
2004VM24,,2004VM24,,2098-11-13,2098-11-13,2.7169999999999996e-06
2004VM24,,2004VM24,,2095-11-13,2095-11-13,2.39e-07
2004VM24,,2004VM24,,2093-11-13,2093-11-13,1.85e-08
2004VM24,,2004VM24,,2090-11-13,2090-11-13,9.1005e-06
2004VM24,,2004VM24,,2073-11-13,2073-11-13,1.22e-07
2004VM24,,2004VM24,,2084-11-12,2084-11-12,5.551000000000001e-06
2004VM24,,2004VM24,,2049-11-13,2049-11-13,5.26e-10
2004VM24,,2004VM24,,2069-11-13,2069-11-13,1.307e-07
2004VM24,,2004VM24,,2072-11-12,2072-11-12,5.35e-07
2004VM24,,2004VM24,,2074-11-13,2074-11-13,4.7e-08
2004VM24,,2004VM24,,2086-11-13,2086-11-13,1.31e-07
2004VM24,,2004VM24,,2080-11-12,2080-11-12,7.038e-08
2004VM24,,2004VM24,,2082-11-13,2082-11-13,2.96e-07
2004VM24,,2004VM24,,2083-11-13,2083-11-13,5.409e-07
2004VM24,,2004VM24,,2078-11-12,2078-11-13,6.4821203000000005e-06
2004XB45,,2004XB45,,2035-12-18,2035-12-18,9.69e-08
2004XB45,,2004XB45,,2054-12-17,2054-12-17,2.653e-09
2004XO63,,2004XO63,,2065-12-15,2065-12-15,6.46e-09
2005AU3,,2005AU3,,2097-01-05,2097-01-05,2e-09
2005AU3,,2005AU3,,2103-01-06,2103-01-06,8.11e-09
2005AU3,,2005AU3,,2116-01-06,2116-01-06,9.86e-09
2005CC37,,2005CC37,,2117-01-13,2117-01-13,6.01e-07
2005CM7,,2005CM7,,2028-08-11,2028-08-11,1.88e-11
2005CM7,,2005CM7,,2032-08-11,2032-08-11,1.24e-08
2005CM7,,2005CM7,,2085-02-04,2085-02-04,5.34e-09
2005ED224,,2005ED224,,2064-03-10,2064-03-10,3.71e-07
2005ED224,,2005ED224,,2030-03-11,2030-03-11,1.81e-07
2005ED224,,2005ED224,,2029-03-10,2029-03-10,8.26e-10
2005ED224,,2005ED224,,2028-03-10,2028-03-10,6.55e-09
2005EL70,,2005EL70,,2034-03-05,2034-03-05,1.16e-07
2005EL70,,2005EL70,,2058-03-05,2058-03-05,1.55e-11
2005GQ33,,2005GQ33,,2110-04-08,2110-04-08,6.96e-10
2005GQ33,,2005GQ33,,2103-11-01,2103-11-01,2.7e-09
2005GQ33,,2005GQ33,,2081-10-25,2081-10-25,2.48e-09
2005GQ33,,2005GQ33,,2082-04-03,2082-04-04,1.2689999999999999e-09
2005GQ33,,2005GQ33,,2085-04-19,2085-04-19,1.39e-10
2005NX55,,2005NX55,,2084-01-04,2084-01-05,9.770000000000001e-11
2005NX55,,2005NX55,,2083-01-05,2083-01-05,1.2e-10
2005NX55,,2005NX55,,2081-01-04,2081-01-05,1.5570000000000002e-10
2005NX55,,2005NX55,,2080-01-06,2080-01-06,7.31e-11
2005NX55,,2005NX55,,2077-01-04,2077-01-05,3.328e-10
2005NX55,,2005NX55,,2076-01-05,2076-01-05,3.58e-11
2005NX55,,2005NX55,,2079-01-05,2079-01-05,1.131e-10
2005NX55,,2005NX55,,2071-01-06,2071-01-06,2.07e-10
2005NX55,,2005NX55,,2070-01-05,2070-01-06,4.642e-10
2005NX55,,2005NX55,,2069-01-05,2069-01-05,1.13e-10
2005NX55,,2005NX55,,2068-01-05,2068-01-06,5.220000000000001e-10
2005NX55,,2005NX55,,2067-01-05,2067-01-05,3.73e-10
2005NX55,,2005NX55,,2066-01-05,2066-01-06,3.244e-10
2005NX55,,2005NX55,,2085-01-04,2085-01-04,2.74e-11
2005NX55,,2005NX55,,2072-01-05,2072-01-05,1.2669999999999999e-10
2005NX55,,2005NX55,,2086-01-02,2086-01-05,3.10116e-08
2005NX55,,2005NX55,,2112-01-06,2112-01-06,8.330000000000001e-11
2005NX55,,2005NX55,,2090-01-04,2090-01-04,4.69e-11
2005NX55,,2005NX55,,2122-01-05,2122-01-05,2.33e-11
2005NX55,,2005NX55,,2119-01-05,2119-01-05,2.93e-10
2005NX55,,2005NX55,,2116-01-06,2116-01-06,1.63e-11
2005NX55,,2005NX55,,2115-01-06,2115-01-06,7.48e-11
2005NX55,,2005NX55,,2065-01-05,2065-01-05,6.48e-11
2005NX55,,2005NX55,,2108-01-06,2108-01-06,1.2e-11
2005NX55,,2005NX55,,2089-01-04,2089-01-04,1.4e-11
2005NX55,,2005NX55,,2107-01-05,2107-01-05,2.72e-10
2005NX55,,2005NX55,,2102-01-06,2102-01-06,1.48e-10
2005NX55,,2005NX55,,2098-01-04,2098-01-04,4.03e-11
2005NX55,,2005NX55,,2095-01-05,2095-01-05,3.04e-11
2005NX55,,2005NX55,,2094-01-05,2094-01-05,2.17e-10
2005NX55,,2005NX55,,2093-01-04,2093-01-04,6.29e-11
2005NX55,,2005NX55,,2092-01-05,2092-01-05,2.97e-10
2005NX55,,2005NX55,,2104-01-06,2104-01-06,9.46e-11
2005NX55,,2005NX55,,2064-01-05,2064-01-06,3.388e-10
2005NX55,,2005NX55,,2073-01-06,2073-01-06,1.52e-11
2005NX55,,2005NX55,,2062-01-05,2062-01-05,2.99e-10
2005NX55,,2005NX55,,2041-01-05,2041-01-06,7.01e-10
2005NX55,,2005NX55,,2040-01-06,2040-01-06,6.61e-10
2005NX55,,2005NX55,,2039-01-05,2039-01-07,7.09e-11
2005NX55,,2005NX55,,2038-01-05,2038-01-06,6.960000000000001e-10
2005NX55,,2005NX55,,2036-01-06,2036-01-06,6.980000000000001e-10
2005NX55,,2005NX55,,2035-01-06,2035-01-07,8.05e-10
2005NX55,,2005NX55,,2034-01-06,2034-01-07,1.0525999999999999e-09
2005NX55,,2005NX55,,2033-01-05,2033-01-06,6.72e-10
2005NX55,,2005NX55,,2032-01-06,2032-01-07,1.0015000000000001e-09
2005NX55,,2005NX55,,2031-01-06,2031-01-06,1e-09
2005NX55,,2005NX55,,2030-01-05,2030-01-06,5.67e-10
2005NX55,,2005NX55,,2029-01-05,2029-01-05,1.16e-09
2005NX55,,2005NX55,,2028-01-05,2028-01-07,8.777e-10
2005NX55,,2005NX55,,2027-01-06,2027-01-07,7.78e-10
2005NX55,,2005NX55,,2063-01-05,2063-01-06,3.0749999999999997e-10
2005NX55,,2005NX55,,2042-01-05,2042-01-06,6.782999999999999e-10
2005NX55,,2005NX55,,2044-01-05,2044-01-07,1.5821e-09
2005NX55,,2005NX55,,2043-01-05,2043-01-06,5.11e-10
2005NX55,,2005NX55,,2053-01-06,2053-01-06,6.15e-11
2005NX55,,2005NX55,,2046-01-05,2046-01-06,7.16e-10
2005NX55,,2005NX55,,2047-01-05,2047-01-07,6.729e-10
2005NX55,,2005NX55,,2048-01-05,2048-01-07,1.727e-10
2005NX55,,2005NX55,,2049-01-05,2049-01-05,4.89e-10
2005NX55,,2005NX55,,2050-01-05,2050-01-05,1.01e-10
2005NX55,,2005NX55,,2051-01-05,2051-01-07,4.695e-10
2005NX55,,2005NX55,,2052-01-06,2052-01-07,5.153000000000001e-10
2005NX55,,2005NX55,,2061-01-05,2061-01-06,5.795999999999999e-10
2005NX55,,2005NX55,,2045-01-05,2045-01-06,4.179e-10
2005NX55,,2005NX55,,2054-01-05,2054-01-06,3.885e-10
2005NX55,,2005NX55,,2055-01-06,2055-01-06,4.31e-10
2005NX55,,2005NX55,,2056-01-05,2056-01-06,3.0799999999999997e-10
2005NX55,,2005NX55,,2057-01-04,2057-01-05,6.931999999999999e-10
2005NX55,,2005NX55,,2058-01-05,2058-01-06,3.659e-10
2005NX55,,2005NX55,,2060-01-05,2060-01-07,1.778e-10
2005QK76,,2005QK76,,2083-02-26,2083-02-26,2.33e-08
2005QK76,,2005QK76,,2108-02-27,2108-02-27,1.65e-11
2005QK76,,2005QK76,,2107-02-27,2107-02-27,2.52e-09
2005QK76,,2005QK76,,2059-02-26,2059-02-26,4.52e-11
2005QK76,,2005QK76,,2105-02-26,2105-02-26,1.36e-11
2005QK76,,2005QK76,,2041-02-26,2041-02-26,6.11e-08
2005QK76,,2005QK76,,2038-02-26,2038-02-26,1.5946720000000002e-05
2005QK76,,2005QK76,,2036-02-26,2036-02-26,8.47e-09
2005QK76,,2005QK76,,2030-02-26,2030-02-26,3.01e-05
2005QK76,,2005QK76,,2048-02-26,2048-02-26,1.809e-05
2005SO1,,2005SO1,,2110-09-21,2110-09-21,3.83978e-06
2005SP1,,2005SP1,,2118-09-15,2118-09-15,1.24e-08
2005TA,,2005TA,,2120-10-05,2120-10-05,1.45e-10
2005TA,,2005TA,,2117-10-06,2117-10-06,5.01e-09
2005TA,,2005TA,,2115-10-06,2115-10-06,2.1068e-06
2005TA,,2005TA,,2110-10-06,2110-10-06,4.51e-08
2005TA,,2005TA,,2106-10-06,2106-10-06,7.64e-08
2005TA,,2005TA,,2114-10-06,2114-10-06,4.2005e-08
2005TH50,,2005TH50,,2090-12-02,2090-12-02,6.98e-07
2005TH50,,2005TH50,,2118-12-07,2118-12-07,2.53e-11
2005TH50,,2005TH50,,2110-11-23,2110-11-23,7.24e-09
2005TH50,,2005TH50,,2087-10-02,2087-10-02,2.31e-08
2005TH50,,2005TH50,,2084-10-02,2084-10-04,1.1070000000000001e-08
2005TH50,,2005TH50,,2081-10-04,2081-10-04,6.1e-10
2005TH50,,2005TH50,,2077-10-02,2077-10-02,1.69e-07
2005TH50,,2005TH50,,2055-11-30,2055-11-30,9.25e-07
2005TK50,,2005TK50,,2106-03-15,2106-03-15,6.45e-07
2005TM173,,2005TM173,,2052-12-01,2052-12-01,9.42e-09
2005TM173,,2005TM173,,2052-12-18,2052-12-18,3.94e-11
2005TM173,,2005TM173,,2053-12-05,2053-12-06,4.9e-09
2005TM173,,2005TM173,,2053-12-25,2053-12-25,3.92e-09
2005TM173,,2005TM173,,2054-12-16,2054-12-17,4.78e-11
2005TM173,,2005TM173,,2057-12-06,2057-12-06,2.84e-10
2005TM173,,2005TM173,,2058-11-27,2058-11-28,3.1469999999999997e-08
2005TM173,,2005TM173,,2060-12-17,2060-12-17,1.88e-11
2005TM173,,2005TM173,,2061-12-01,2061-12-04,6.22e-09
2005TM173,,2005TM173,,2061-12-16,2061-12-16,2.1e-11
2005TM173,,2005TM173,,2062-12-17,2062-12-17,1.42e-11
2005TM173,,2005TM173,,2110-09-23,2110-09-23,1.44e-10
2005TM173,,2005TM173,,2063-12-19,2063-12-19,1.86e-11
2005TM173,,2005TM173,,2066-12-16,2066-12-16,3.84e-11
2005TM173,,2005TM173,,2068-12-03,2068-12-03,2.66e-09
2005TM173,,2005TM173,,2069-12-03,2069-12-03,6.04e-09
2005TM173,,2005TM173,,2075-11-28,2075-11-28,2.19e-08
2005TM173,,2005TM173,,2078-11-07,2078-11-07,2.46e-11
2005TM173,,2005TM173,,2079-12-14,2079-12-14,3.22e-11
2005TM173,,2005TM173,,2086-11-21,2086-11-21,2.29e-08
2005TM173,,2005TM173,,2106-11-15,2106-11-15,2.19e-09
2005TM173,,2005TM173,,2052-11-16,2052-11-16,4.74e-07
2005TM173,,2005TM173,,2063-11-15,2063-11-15,9.14e-08
2005TM173,,2005TM173,,2111-11-26,2111-11-26,1.69e-09
2005TM173,,2005TM173,,2050-12-10,2050-12-10,4.74e-11
2005TM173,,2005TM173,,2049-11-17,2049-11-17,2.98e-09
2005TM173,,2005TM173,,2027-12-01,2027-12-01,1.38e-08
2005TM173,,2005TM173,,2027-12-19,2027-12-19,1.54e-10
2005TM173,,2005TM173,,2028-12-09,2028-12-09,6.51e-10
2005TM173,,2005TM173,,2028-12-19,2028-12-19,7.6e-11
