n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
5,(2021 CH37),2021 CH37,7.32559675534087,-7.00,1.207153e-05,2114-2120,0,0.00876,27.94,2459258.5,-6.75,bK21C37H,2021-02-13
43,(2021 CU1),2021 CU1,8.34190525234665,-6.56,5.72482759e-05,2059-2122,0,0.0065,28.58,2459255.5,-6.25,bK21C01U,2021-02-10
427,(2021 RP2),2021 RP2,4.4514142368942,-6.28,0.000799635441300001,2050-2122,0,0.003,30.24,2459464.5,-5.81,bK21R02P,2021-09-07
35,(2020 WT4),2020 WT4,3.81966151208687,-7.53,5.0237008e-06,2062-2121,0,0.00952,27.76,2459192.5,-6.92,bK20W04T,2020-12-09
14,(2020 VB3),2020 VB3,5.36803301977626,-8.87,1.376145e-06,2082-2120,0,0.004,29.63,2459167.5,-8.48,bK20V03B,2020-11-14
1,(2020 VB5),2020 VB5,16.92,-5.00,3.240e-05,2037-2037,0,0.0099,27.67,2459168.5,-5.00,bK20V05B,2020-11-15
2,(2020 VN1),2020 VN1,2.96000936365799,-4.66,0.001706598,2115-2122,0,0.0089,27.90,2459661.5,-4.66,bK20V01N,2022-03-23
1,443104 (2013 XK22),443104,6.90,-5.29,4.456e-06,2101-2101,0,0.05,24.16,2457599.5,-5.29,a0443104,2016-07-30
3,(2016 SK2),2016 SK2,13.6397359735974,-5.79,2.32401e-06,2075-2082,0,0.03,25.30,2457688.5,-5.77,bK16S02K,2016-10-27
2,(2020 KD1),2020 KD1,8.72136783064954,-8.41,4.4216e-08,2042-2061,0,0.0088,27.92,2458991.5,-8.40,bK20K01D,2020-05-22
4,(2020 UX),2020 UX,8.36905137490793,-8.28,9.12352e-06,2087-2109,0,0.002,31.11,2459140.5,-8.19,bK20U00X,2020-10-18
1,(2020 VK6),2020 VK6,9.57,-7.32,1.369e-07,2090-2090,0,0.026,25.57,2459284.5,-7.32,bK20V06K,2021-03-11
1,(2020 XE),2020 XE,24.11,-5.24,3.183e-06,2040-2040,0,0.019,26.25,2459193.5,-5.24,bK20X00E,2020-12-10
1,(2017 MA3),2017 MA3,9.02,-9.37,6.034e-09,2110-2110,0,0.015,26.73,2457931.5,-9.37,bK17M03A,2017-06-27
29,(2017 RZ15),2017 RZ15,7.85869635858476,-5.93,6.5016974e-05,2070-2122,0,0.0129,27.15,2458014.5,-5.53,bK17R15Z,2017-09-18
5,(2017 TT3),2017 TT3,8.66043941351588,-7.50,2.557955e-07,2108-2115,0,0.025,25.62,2458056.5,-7.22,bK17T03T,2017-10-30
36,(2020 YB1),2020 YB1,11.7865190911885,-6.25,1.24802916e-05,2073-2120,0,0.015,26.82,2459205.5,-5.91,bK20Y01B,2020-12-22
15,(2021 CD8),2021 CD8,2.16625711068693,-7.59,1.055102e-05,2099-2122,0,0.0066,28.54,2459288.5,-7.16,bK21C08D,2021-03-15
4,(1996 TC1),1996 TC1,23.9996520487168,-4.98,1.328002e-06,2064-2072,0,0.055,23.93,2450367.5,-4.96,bJ96T01C,1996-10-11
2,(1997 UA11),1997 UA11,11.9574624126718,-6.61,3.1061e-07,2073-2073,0,0.032,25.12,2450760.5,-6.55,bJ97U11A,1997-11-08
1,(2020 XP3),2020 XP3,23.42,-8.25,3.877e-09,2119-2119,0,0.038,24.76,2459195.5,-8.25,bK20X03P,2020-12-12
6,(2020 YN),2020 YN,16.1892930946637,-4.83,9.0882395e-05,2046-2060,0,0.0098,27.68,2459205.5,-4.83,bK20Y00N,2020-12-22
1,(2020 YE4),2020 YE4,10.87,-8.57,1.762e-08,2107-2107,0,0.02,26.19,2459209.5,-8.57,bK20Y04E,2020-12-26
1,(2001 SB170),2001 SB170,22.48,-6.38,1.736e-08,2095-2095,0,0.11,22.44,2452195.5,-6.38,bK01SH0B,2001-10-13
4,(2001 YN2),2001 YN2,18.6995057633303,-7.70,2.4118e-08,2067-2113,0,0.035,24.93,2452282.5,-7.42,bK01Y02N,2002-01-08
2,(2020 XX3),2020 XX3,4.60017152544627,-9.64,2.40664e-08,2086-2094,0,0.0068,28.47,2459201.5,-9.64,bK20X03X,2020-12-18
7,(2020 YS2),2020 YS2,2.63018462766983,-9.26,1.743184e-06,2092-2119,0,0.0021,31.00,2459221.5,-9.06,bK20Y02S,2021-01-07
4,(2020 QF1),2020 QF1,12.4083952422066,-6.26,4.280808e-05,2102-2122,0,0.0065,28.58,2459080.5,-6.26,bK20Q01F,2020-08-19
1,(2021 EW1),2021 EW1,8.82,-6.42,2.663e-05,2103-2103,0,0.0076,28.24,2459288.5,-6.42,bK21E01W,2021-03-15
15,(2021 RL14),2021 RL14,9.67672145209439,-5.95,4.40204771e-05,2098-2121,0,0.011,27.45,2459488.5,-5.84,bK21R14L,2021-10-01
37,(2010 NN),2010 NN,7.72794882538195,-6.41,5.84362935e-05,2060-2121,0,0.00708,28.41,2455384.5,-6.05,bK10N00N,2010-07-07
7,(2010 QG2),2010 QG2,12.8889938193451,-4.44,9.493007e-06,2051-2066,0,0.044,24.41,2455442.5,-4.43,bK10Q02G,2010-09-03
11,(2010 UC7),2010 UC7,13.4004250754679,-6.51,1.307509e-06,2104-2118,0,0.039,24.68,2455503.5,-5.96,bK10U07C,2010-11-03
7,(2010 VN1),2010 VN1,10.9857208852105,-7.34,1.95253e-06,2046-2066,0,0.00738,28.31,2455509.5,-7.10,bK10V01N,2010-11-09
196,(2011 EB74),2011 EB74,7.53206027964869,-5.20,0.0003973797977,2032-2121,0,0.0138,26.93,2455635.5,-4.34,bK11E74B,2011-03-15
42,(2021 CK3),2021 CK3,13.6384999912322,-7.99,1.40571885e-05,2056-2119,0,0.0036,29.87,2459254.5,-7.25,bK21C03K,2021-02-09
12,(2022 GP),2022 GP,17.3746692832977,-7.12,5.13128e-07,2076-2120,0,0.018,26.33,2459676.5,-6.94,bK22G00P,2022-04-07
52,(2021 FO1),2021 FO1,7.2179996907857,-6.63,0.00011273735,2075-2121,0,0.0043,29.47,2459294.5,-6.41,bK21F01O,2021-03-21
10,(1997 TC25),1997 TC25,9.06720049650411,-6.54,6.066415e-07,2047-2112,0,0.039,24.71,2450744.5,-6.09,bJ97T25C,1997-10-23
1,(2021 CF1),2021 CF1,14.17,-7.00,2.633e-07,2077-2077,0,0.021,26.00,2459252.5,-7.00,bK21C01F,2021-02-07
6,(2021 CJ3),2021 CJ3,11.3720534519711,-6.40,8.61783e-06,2062-2081,0,0.011,27.50,2459262.5,-6.24,bK21C03J,2021-02-17
6,(2020 XA6),2020 XA6,20.6933383766321,-5.37,1.85725e-06,2062-2073,0,0.052,24.07,2459205.5,-4.97,bK20X06A,2020-12-22
2,(2020 YG2),2020 YG2,9.31979673442186,-7.09,1.05035e-07,2097-2109,0,0.039,24.71,2459226.5,-7.08,bK20Y02G,2021-01-12
5,(2002 VY91),2002 VY91,9.18781036164701,-6.74,1.6521331e-06,2112-2119,0,0.021,26.02,2452612.5,-6.63,bK02V91Y,2002-12-04
12,(2022 JK2),2022 JK2,7.7585042213192,-7.38,2.583671e-06,2062-2121,0,0.00851,28.00,2459712.5,-7.23,bK22J02K,2022-05-13
52,(2014 YN),2014 YN,3.27701357997012,-5.19,0.00014794657,2093-2121,0,0.024,25.71,2457045.5,-4.64,bK14Y00N,2015-01-23
16,(2021 EF3),2021 EF3,3.40462793970664,-6.67,0.00026202487,2108-2122,0,0.0046,29.32,2459319.5,-6.15,bK21E03F,2021-04-15
2,(2020 YL),2020 YL,8.19547384774728,-7.70,3.862e-07,2097-2109,0,0.014,26.99,2459207.5,-7.65,bK20Y00L,2020-12-24
1,(2021 EN3),2021 EN3,10.86,-8.71,4.051e-08,2093-2093,0,0.011,27.40,2459287.5,-8.71,bK21E03N,2021-03-14
4,(2021 KQ2),2021 KQ2,2.32796009573117,-9.06,8.1896e-07,2102-2116,0,0.0035,29.92,2459367.5,-8.94,bK21K02Q,2021-06-02
17,(2021 KT2),2021 KT2,8.27101066752067,-5.57,0.0001421933594,2057-2120,0,0.00712,28.38,2459365.5,-5.49,bK21K02T,2021-05-31
7,(2002 TY59),2002 TY59,8.22428471111408,-5.53,1.557916e-05,2084-2118,0,0.028,25.43,2452577.5,-5.36,bK02T59Y,2002-10-30
58,(2017 RC),2017 RC,9.85284940549474,-6.43,6.5607998e-05,2084-2124,0,0.009,27.88,2458011.5,-5.89,bK17R00C,2017-09-15
22,(2024 SO1),2024 SO1,11.5535425601596,-6.78,3.4095819e-05,2074-2123,0,0.0058,28.84,2460581.5,-6.52,bK24S01O,2024-09-28
1,(2022 QD8),2022 QD8,16.98,-7.84,3.707e-08,2102-2102,0,0.024,25.77,2459839.5,-7.84,bK22Q08D,2022-09-17
34,(2021 GC8),2021 GC8,6.55873334744901,-7.77,2.3609671e-05,2037-2119,0,0.0026,30.59,2459317.5,-7.26,bK21G08C,2021-04-13
15,(2021 GE6),2021 GE6,3.22751605900489,-7.90,3.2784877e-06,2056-2117,0,0.006,28.75,2459315.5,-7.52,bK21G06E,2021-04-11
1,(2022 UN8),2022 UN8,11.29,-8.80,1.614e-08,2104-2104,0,0.016,26.64,2459881.5,-8.80,bK22U08N,2022-10-29
11,(2021 PK4),2021 PK4,12.0003378847928,-6.34,1.4814369e-05,2060-2076,0,0.008,28.14,2459436.5,-6.27,bK21P04K,2021-08-10
1,(2021 TK11),2021 TK11,10.22,-10.77,1.052e-09,2073-2073,0,0.0063,28.66,2459502.5,-10.77,bK21T11K,2021-10-15
81,(2021 QY3),2021 QY3,12.0813035261969,-5.12,0.0001029562101,2085-2119,0,0.024,25.77,2459463.5,-4.59,bK21Q03Y,2021-09-06
10,(2021 RN),2021 RN,17.5679983880053,-7.33,6.42682e-07,2097-2115,0,0.015,26.72,2459472.5,-7.06,bK21R00N,2021-09-15
6,(2021 RO16),2021 RO16,7.57913432405136,-8.70,4.43584e-08,2095-2119,0,0.016,26.57,2459501.5,-8.46,bK21R16O,2021-10-14
12,(2022 HB2),2022 HB2,7.97425461312941,-6.18,2.1110561e-05,2079-2123,0,0.012,27.25,2459706.5,-5.98,bK22H02B,2022-05-07
20,(2021 RQ2),2021 RQ2,3.21773541186019,-7.56,2.9410381e-05,2074-2119,0,0.0042,29.51,2459464.5,-7.10,bK21R02Q,2021-09-07
5,(2021 SQ),2021 SQ,10.5613555589153,-5.19,0.00025352797,2062-2071,0,0.0069,28.44,2459482.5,-5.16,bK21S00Q,2021-09-25
6,(2022 WN3),2022 WN3,19.5161305782657,-6.11,4.22107e-06,2082-2096,0,0.0159,26.70,2459910.5,-6.04,bK22W03N,2022-11-27
8,(2022 UE61),2022 UE61,8.08438166593974,-8.24,9.730436e-07,2111-2120,0,0.00883,27.92,2459870.5,-7.80,bK22U61E,2022-10-18
5,(2021 TH13),2021 TH13,8.64525299716912,-7.35,4.40499e-06,2096-2116,0,0.008,28.14,2459501.5,-7.19,bK21T13H,2021-10-14
37,(2021 WC3),2021 WC3,12.8956321506611,-7.08,3.1834207e-05,2070-2121,0,0.0066,28.55,2459550.5,-6.39,bK21W03C,2021-12-02
1,(2021 TT),2021 TT,15.76,-8.30,6.429e-08,2060-2060,0,0.009,27.87,2459496.5,-8.30,bK21T00T,2021-10-09
1,(2021 TT1),2021 TT1,17.12,-4.51,3.905e-05,2048-2048,0,0.019,26.23,2459496.5,-4.51,bK21T01T,2021-10-09
2,(2021 TX2),2021 TX2,11.3207935800268,-7.16,1.7944e-07,2115-2118,0,0.031,25.21,2459503.5,-7.13,bK21T02X,2021-10-16
13,(2021 UN),2021 UN,13.0479646702663,-6.46,2.417284e-05,2050-2089,0,0.0059,28.79,2459504.5,-6.25,bK21U00N,2021-10-17
11,(2021 US1),2021 US1,2.86937586048646,-6.49,3.02881e-05,2087-2121,0,0.0097,27.70,2459587.5,-6.24,bK21U01S,2022-01-08
2,(2022 BY39),2022 BY39,2.52002686725537,-6.31,0.0003177846,2107-2118,0,0.0035,29.91,2459610.5,-6.31,bK22B39Y,2022-01-31
5,(2021 WU4),2021 WU4,20.4369591068205,-6.92,8.67015e-08,2056-2118,0,0.0361,24.84,2459551.5,-6.79,bK21W04U,2021-12-03
15,(2021 VA9),2021 VA9,6.87082961759413,-5.38,5.3649935e-05,2065-2120,0,0.016,26.64,2459546.5,-5.37,bK21V09A,2021-11-28
3,(2021 UV1),2021 UV1,10.5869319855506,-6.74,6.4501e-06,2111-2117,0,0.011,27.37,2459530.5,-6.63,bK21U01V,2021-11-12
18,(2021 VM1),2021 VM1,14.5639311194169,-4.62,8.3191398e-05,2081-2102,0,0.024,25.76,2459530.5,-4.54,bK21V01M,2021-11-12
12,(2021 UW1),2021 UW1,13.7738223007354,-5.56,1.793896e-05,2092-2120,0,0.02,26.16,2459517.5,-5.45,bK21U01W,2021-10-30
3,(2021 VB2),2021 VB2,8.26,-5.73,8.993979e-05,2072-2083,0,0.0074,28.31,2459525.5,-5.73,bK21V02B,2021-11-07
4,(2021 VM22),2021 VM22,9.10600612205406,-5.86,3.41062e-05,2090-2109,0,0.011,27.38,2459534.5,-5.84,bK21V22M,2021-11-16
2,(2021 VD8),2021 VD8,11.6511549834754,-9.62,1.1498e-07,2084-2096,0,0.0029,30.30,2459530.5,-9.58,bK21V08D,2021-11-12
2,(2021 UZ6),2021 UZ6,8.69402913676886,-6.51,1.3797e-06,2106-2118,0,0.03,25.25,2459586.5,-6.31,bK21U06Z,2022-01-07
1,(2021 VG1),2021 VG1,12.03,-7.43,1.513e-07,2077-2077,0,0.019,26.23,2459530.5,-7.43,bK21V01G,2021-11-12
16,(2021 VP8),2021 VP8,6.58069620999969,-5.22,6.703667e-05,2073-2117,0,0.019,26.22,2459544.5,-5.14,bK21V08P,2021-11-26
9,(2021 WM4),2021 WM4,16.0935752314203,-7.54,1.70361e-06,2076-2090,0,0.00987,27.68,2459550.5,-6.98,bK21W04M,2021-12-02
17,(2021 WR4),2021 WR4,4.31434330674334,-9.44,9.63395e-07,2064-2120,0,0.0028,30.41,2459550.5,-9.01,bK21W04R,2021-12-02
6,(2021 XP2),2021 XP2,7.4924590520807,-7.44,3.44523e-07,2071-2121,0,0.027,25.52,2459614.5,-6.98,bK21X02P,2022-02-04
16,(2021 VY7),2021 VY7,12.2212177090806,-7.67,3.69415e-06,2044-2121,0,0.0046,29.34,2459529.5,-7.35,bK21V07Y,2021-11-11
6,(2021 VN10),2021 VN10,10.7897324708393,-7.91,9.644743e-07,2069-2106,0,0.00805,28.12,2459532.5,-7.58,bK21V10N,2021-11-14
18,(2021 XC2),2021 XC2,9.35378498194174,-8.02,5.630941e-06,2069-2102,0,0.0038,29.75,2459552.5,-7.70,bK21X02C,2021-12-04
1,(2021 VO8),2021 VO8,7.11,-9.89,3.061e-09,2114-2114,0,0.013,27.04,2459533.5,-9.89,bK21V08O,2021-11-15
5,(2022 CE5),2022 CE5,35.5676791495677,-6.50,3.30185e-08,2103-2116,0,0.078,23.18,2459622.5,-6.27,bK22C05E,2022-02-12
3,(2021 VT4),2021 VT4,19.8880454391063,-6.24,2.6497e-06,2058-2108,0,0.013,27.08,2459529.5,-6.21,bK21V04T,2021-11-11
8,(2021 WC1),2021 WC1,11.5152685233489,-7.71,2.628021e-06,2063-2079,0,0.0068,28.48,2459545.5,-7.27,bK21W01C,2021-11-27
5,(2021 XK1),2021 XK1,9.09635566436239,-6.66,3.333941e-06,2089-2121,0,0.019,26.29,2459588.5,-6.42,bK21X01K,2022-01-09
4,(2021 XY3),2021 XY3,16.9028371641593,-6.05,5.66675e-06,2067-2074,0,0.016,26.69,2459561.5,-5.89,bK21X03Y,2021-12-13
6,(2021 XF1),2021 XF1,7.68837434256969,-7.73,6.28964e-06,2073-2095,0,0.0042,29.52,2459551.5,-7.51,bK21X01F,2021-12-03
1,(2021 VR1),2021 VR1,3.42,-9.23,3.052e-07,2117-2117,0,0.004,29.62,2459527.5,-9.23,bK21V01R,2021-11-09
2,(2021 WA1),2021 WA1,13.8825013449614,-4.94,0.00035317,2116-2117,0,0.01,27.55,2459552.5,-4.88,bK21W01A,2021-12-04
157,101955 Bennu (1999 RQ36),101955,5.9916984432395,-1.58,0.000571699999999996,2178-2290,,0.49,20.63,2459126.3016,-1.40,a0101955,2020-10-3.80160
6,(2022 KC3),2022 KC3,4.81879204834847,-7.61,1.05236e-06,2101-2118,0,0.016,26.61,2459877.5,-7.19,bK22K03C,2022-10-25
3,(2022 KF6),2022 KF6,10.0208251057828,-6.48,2.127e-06,2068-2107,0,0.023,25.84,2459733.5,-6.22,bK22K06F,2022-06-03
1244,(2017 SA20),2017 SA20,5.86807788282525,-6.34,0.0004467688543,2027-2122,0,0.0072,28.35,2458041.5,-5.16,bK17S20A,2017-10-15
7,(2019 LU1),2019 LU1,31.8004502200889,-4.24,5.229931e-06,2056-2070,0,0.048,24.24,2458642.5,-4.22,bK19L01U,2019-06-08
50,(2022 NX1),2022 NX1,NaN,-4.28,0.00317246615,2075-2121,0,0.0084,28.03,2459904.5,-4.23,bK22N01X,2022-11-21
2,(2022 WT6),2022 WT6,20.010563937906,-7.40,1.268207e-07,2106-2115,0,0.021,26.09,2459914.5,-7.39,bK22W06T,2022-12-01
6,(2022 WW11),2022 WW11,13.4198877631228,-4.58,8.98738476e-05,2050-2065,0,0.015,26.82,2459911.5,-4.57,bK22W11W,2022-11-28
2,(2022 SJ9),2022 SJ9,9.62885340032299,-8.76,3.3438e-08,2070-2097,0,0.012,27.30,2459851.5,-8.66,bK22S09J,2022-09-29
5,(2022 SX55),2022 SX55,12.0500021687239,-4.21,0.00403232519,2035-2058,0,0.003,30.23,2459841.5,-4.21,bK22S55X,2022-09-19
8,(2022 RL),2022 RL,7.93225331081958,-7.02,8.6552134e-06,2071-2114,0,0.0065,28.59,2459824.5,-6.97,bK22R00L,2022-09-02
1,(2022 SJ28),2022 SJ28,9.69,-6.78,1.493e-06,2116-2116,0,0.019,26.30,2459877.5,-6.78,bK22S28J,2022-10-25
3,(2022 SK2),2022 SK2,22.92,-6.27,1.61049e-06,2079-2082,0,0.017,26.48,2459872.5,-6.25,bK22S02K,2022-10-20
4,(2022 UA5),2022 UA5,3.97057583214138,-8.51,1.64996e-06,2072-2109,0,0.0035,29.91,2459879.5,-8.39,bK22U05A,2022-10-27
5,(2022 UM1),2022 UM1,8.09847492543203,-7.01,3.44652e-06,2095-2118,0,0.012,27.21,2459881.5,-6.81,bK22U01M,2022-10-29
1,(2022 SZ9),2022 SZ9,7.73,-8.83,9.613e-08,2090-2090,0,0.0075,28.27,2459853.5,-8.83,bK22S09Z,2022-10-01
2,(2024 EN2),2024 EN2,17.7498340216629,-8.26,2.5666e-08,2043-2081,0,0.017,26.54,2460380.5,-8.12,bK24E02N,2024-03-11
2,(2022 SE6),2022 SE6,3.93064674983585,-6.43,3.046e-06,2120-2120,0,0.024,25.78,2459870.5,-6.40,bK22S06E,2022-10-18
137,(2022 OH2),2022 OH2,3.61887936576829,-4.71,0.00109506413,2087-2122,0,0.011,27.37,2459798.5,-4.45,bK22O02H,2022-08-07
7,(2022 OK),2022 OK,5.01128560057548,-8.04,2.34933e-06,2107-2121,0,0.0073,28.32,2459791.5,-7.70,bK22O00K,2022-07-31
2,(2022 OK5),2022 OK5,18.3638006453926,-5.82,2.789e-07,2115-2120,0,0.077,23.22,2459794.5,-5.79,bK22O05K,2022-08-03
50,(2022 SL28),2022 SL28,13.1009579018737,-6.65,1.57444822e-05,2079-2122,0,0.011,27.52,2459854.5,-6.22,bK22S28L,2022-10-02
9,(2022 SG5),2022 SG5,24.1180193492549,-5.94,4.456399e-06,2090-2116,0,0.022,25.96,2459853.5,-5.71,bK22S05G,2022-10-01
6,(2022 SO11),2022 SO11,12.2077179247913,-7.91,4.12585e-07,2084-2095,0,0.014,26.92,2459855.5,-7.41,bK22S11O,2022-10-03
35,(2022 SA11),2022 SA11,6.54849164761868,-5.58,0.0003508453141,2076-2121,0,0.0062,28.68,2459853.5,-5.55,bK22S11A,2022-10-01
95,(1994 GV),1994 GV,8.0873507246722,-5.65,0.0001763512875,2036-2122,0,0.011,27.47,2449457.5,-5.05,bJ94G00V,1994-04-15
4,(2022 OZ5),2022 OZ5,11.8220641333625,-7.11,2.7474e-07,2110-2121,0,0.035,24.94,2459812.5,-6.79,bK22O05Z,2022-08-21
128,(2024 CN8),2024 CN8,2.93458663931444,-7.46,3.28001597e-05,2040-2123,0,0.0055,28.95,2460360.5,-6.54,bK24C08N,2024-02-20
3,(2024 DB1),2024 DB1,23.1751323332382,-5.42,4.5529e-07,2078-2090,0,0.0741,23.32,2460370.5,-5.32,bK24D01B,2024-03-01
99,(2023 XE3),2023 XE3,2.00879764260611,-4.63,0.000513641953,2053-2122,0,0.011,27.51,2460345.5,-4.56,bK23X03E,2024-02-05
2,(2024 ET3),2024 ET3,7.87997063501774,-10.29,8.173e-09,2121-2124,0,0.00727,28.35,2460385.5,-10.11,bK24E03T,2024-03-16
13,(2022 WE5),2022 WE5,8.11202270457405,-5.28,0.000169544339,2084-2120,0,0.01,27.55,2459913.5,-5.23,bK22W05E,2022-11-30
22,(2022 SD9),2022 SD9,13.4228003014523,-5.28,0.000390246839,2100-2122,0,0.0071,28.41,2459853.5,-5.24,bK22S09D,2022-10-01
2,(2022 QC1),2022 QC1,15.5781752018876,-5.87,3.0091e-06,2103-2111,0,0.03,25.29,2459837.5,-5.78,bK22Q01C,2022-09-15
1,(2022 PX1),2022 PX1,35.11,-3.10,3.231e-06,2040-2040,0,0.12,22.28,2459803.5,-3.10,bK22P01X,2022-08-12
3,(2022 QO),2022 QO,9.32238303970328,-7.21,1.1863e-06,2104-2108,0,0.017,26.48,2459824.5,-6.93,bK22Q00O,2022-09-02
2,(2022 QO2),2022 QO2,17.9345921898171,-5.86,1.8207e-05,2070-2090,0,0.0096,27.75,2459815.5,-5.84,bK22Q02O,2022-08-24
4,(2022 RJ2),2022 RJ2,16.0182730054482,-7.39,6.6995e-07,2075-2092,0,0.014,26.94,2459833.5,-7.03,bK22R02J,2022-09-11
1,(2022 SH10),2022 SH10,22.05,-7.70,6.712e-08,2120-2120,0,0.02,26.10,2459847.5,-7.70,bK22S10H,2022-09-25
2,(2022 SL4),2022 SL4,15.2955737704918,-6.69,1.5128e-06,2118-2118,0,0.022,25.93,2459853.5,-6.44,bK22S04L,2022-10-01
7,(2022 SU7),2022 SU7,4.90864709126744,-8.21,1.037084e-06,2111-2121,0,0.0073,28.33,2459850.5,-8.06,bK22S07U,2022-09-28
7,(2022 SW24),2022 SW24,11.1412636193554,-6.91,7.740638e-06,2077-2114,0,0.00729,28.35,2459851.5,-6.78,bK22S24W,2022-09-29
8,(2022 TG1),2022 TG1,5.81084046398595,-5.60,1.860746e-05,2101-2122,0,0.025,25.62,2459888.5,-5.42,bK22T01G,2022-11-05
5,(2023 HF3),2023 HF3,10.967970859544,-9.35,2.01095e-07,2057-2123,0,0.0051,29.12,2460059.5,-8.96,bK23H03F,2023-04-25
1,(2022 UF),2022 UF,10.72,-6.91,2.212e-06,2101-2101,0,0.013,27.16,2459875.5,-6.91,bK22U00F,2022-10-23
4,(2022 UG),2022 UG,9.23325136350589,-7.78,8.3608e-08,2071-2121,0,0.019,26.25,2459869.5,-7.75,bK22U00G,2022-10-17
3,(2022 UY12),2022 UY12,16.4698523342163,-7.53,1.6273235e-06,2100-2108,0,0.0066,28.55,2459881.5,-7.53,bK22U12Y,2022-10-29
1,(2022 UY14),2022 UY14,20.36,-4.05,2.085e-05,2043-2043,0,0.032,25.12,2459888.5,-4.05,bK22U14Y,2022-11-05
16,(2022 VD),2022 VD,8.21835513270544,-8.04,4.452116e-06,2110-2122,0,0.0056,28.90,2459885.5,-7.60,bK22V00D,2022-11-02
22,(2022 VF),2022 VF,6.3640394769421,-7.17,8.19871e-06,2090-2121,0,0.0091,27.86,2459903.5,-6.82,bK22V00F,2022-11-20
6,(1995 UB),1995 UB,12.2092088796772,-8.58,1.017064e-07,2112-2121,0,0.012,27.25,2450016.5,-8.35,bJ95U00B,1995-10-26
116,(2000 LG6),2000 LG6,2.11449241082259,-5.40,0.0021306256026,2081-2122,0,0.0053,29.02,2451702.5,-4.99,bK00L06G,2000-06-07
116,(2016 RD34),2016 RD34,1.12717610995015,-4.78,0.000547192211,2051-2117,0,0.011,27.42,2457757.5,-4.47,bK16R34D,2017-01-04
33,(2016 SA2),2016 SA2,5.20313079447809,-5.46,0.0007045789864,2110-2122,0,0.008,28.14,2457670.5,-5.13,bK16S02A,2016-10-09
26,(2016 TG94),2016 TG94,8.76958735965879,-8.22,8.014752e-06,2096-2121,0,0.004,29.65,2457671.5,-7.67,bK16T94G,2016-10-10
32,(2016 TH),2016 TH,7.41447492214423,-7.55,1.06031952e-05,2072-2118,0,0.0044,29.44,2457664.5,-7.31,bK16T00H,2016-10-03
10,(2016 VZ17),2016 VZ17,9.37241205013735,-9.26,4.84509e-08,2055-2111,0,0.011,27.38,2457697.5,-8.58,bK16V17Z,2016-11-05
9,(2022 BM3),2022 BM3,7.40829586614173,-9.29,5.08e-07,2097-2122,0,0.00436,29.45,2459614.5,-8.78,bK22B03M,2022-02-04
1,(2022 GO3),2022 GO3,10.42,-8.10,1.313e-07,2119-2119,0,0.014,26.87,2459679.5,-8.10,bK22G03O,2022-04-10
4,(2022 GL),2022 GL,7.0199605742447,-7.99,1.8668e-06,2070-2121,0,0.0043,29.46,2459678.5,-7.98,bK22G00L,2022-04-09
10,(2018 BD),2018 BD,8.89003445104936,-5.81,6.8980192e-05,2032-2097,0,0.0032,30.12,2458136.5,-5.80,bK18B00D,2018-01-18
112,(2018 NW),2018 NW,21.1382947763623,-5.26,0.0004916195738,2046-2122,0,0.0092,27.83,2458309.5,-4.62,bK18N00W,2018-07-10
9,(2019 DF),2019 DF,14.1038482753756,-8.81,4.2531e-07,2059-2119,0,0.00344,29.96,2458540.5,-8.61,bK19D00F,2019-02-26
75,(2019 NK1),2019 NK1,8.05283144144552,-7.34,6.49314752e-05,2089-2121,0,0.0035,29.92,2458672.5,-6.90,bK19N01K,2019-07-08
9,(2019 NP5),2019 NP5,5.09267032136494,-5.91,9.4614833e-05,2106-2121,0,0.01,27.59,2458678.5,-5.74,bK19N05P,2019-07-14
34,(2020 KU),2020 KU,6.92072288463891,-6.06,0.000140998445,2070-2108,0,0.0067,28.51,2458992.5,-5.78,bK20K00U,2020-05-23
37,(2020 UE),2020 UE,14.5797888944608,-5.08,3.1842272e-05,2042-2120,0,0.027,25.53,2459171.5,-4.63,bK20U00E,2020-11-18
134,(2020 US7),2020 US7,7.35902077291433,-5.22,1.66967665e-05,2028-2121,0,0.0237,25.78,2459146.5,-4.84,bK20U07S,2020-10-24
36,(2020 UT4),2020 UT4,17.9244684346802,-6.04,4.31595453e-05,2045-2121,0,0.0078,28.18,2459146.5,-5.61,bK20U04T,2020-10-24
209,(2020 WN5),2020 WN5,11.5952926243017,-6.39,6.53622491e-05,2068-2122,0,0.00865,27.97,2459171.5,-5.81,bK20W05N,2020-11-18
4,(2020 WZ3),2020 WZ3,6.3137359804048,-6.43,4.6542e-06,2107-2121,0,0.02,26.19,2459251.5,-6.34,bK20W03Z,2021-02-06
5,(2020 YA2),2020 YA2,4.95167265464297,-8.05,1.005348e-06,2104-2121,0,0.0079,28.16,2459204.5,-7.94,bK20Y02A,2020-12-21
302,(2022 BT),2022 BT,3.8147948635537,-6.18,0.000556321595,2080-2122,0,0.0038,29.78,2459614.5,-5.90,bK22B00T,2022-02-04
115,(2020 CD3),2020 CD3,NaN,-5.64,0.0252338159446,2082-2118,0,0.0015,31.75,2458989.5,-5.17,bK20C03D,2020-05-20
6,(2021 RF12),2021 RF12,12.2630788818873,-5.96,3.953734e-05,2055-2083,0,0.0087,27.96,2459490.5,-5.69,bK21R12F,2021-10-03
