des,diameter,fullname,h,id,ip,last_obs,last_obs_jd,n_imp,ps_cum,ps_max,range,ts_max,v_inf
2021 JV,0.011,(2021 JV),27.40,bK21J00V,4.238e-08,2021-05-04,2459338.5,1,-8.44,-8.44,2061-2061,0,9.96
2021 GW6,0.0079,(2021 GW6),28.16,bK21G06W,2.776e-07,2021-04-15,2459319.5,1,-7.58,-7.58,2057-2057,0,22.65
2021 GW1,0.011,(2021 GW1),27.47,bK21G01W,1.185428e-06,2021-04-15,2459319.5,9,-7.31,-7.78,2082-2120,0,11.325425264124
2020 TW,0.01,(2020 TW),27.55,bK20T00W,4.475e-09,2020-10-24,2459146.5,1,-9.95,-9.95,2101-2101,0,5.26
2018 EL4,0.03,(2018 EL4),25.25,bK18E04L,3.999e-08,2018-04-13,2458221.5,1,-7.99,-7.99,2120-2120,0,5.60
2018 DQ,0.0052,(2018 DQ),29.07,bK18D00Q,0.0002150454646,2018-02-23,2458172.5,104,-4.11,-4.13,2027-2121,0,20.8515204836689
2018 PZ21,0.016,(2018 PZ21),26.67,bK18P21Z,4.0253696e-05,2018-09-05,2458366.5,25,-5.32,-5.39,2045-2122,0,6.30238204064541
2014 FE,0.01,(2014 FE),27.58,bK14F00E,6.59228e-07,2014-03-24,2456740.5,7,-7.12,-7.52,2054-2089,0,19.9460641083206
2014 OM207,0.0051,(2014 OM207),29.11,bK14OK7M,0.00024423915,2014-07-31,2456869.5,5,-5.88,-5.89,2089-2108,0,8.19957969473772
2019 AK12,0.011,(2019 AK12),27.47,bK19A12K,1.341281e-06,2019-01-21,2458504.5,6,-7.23,-7.63,2113-2121,0,15.1616341691264
2019 CM5,0.0091,(2019 CM5),27.85,bK19C05M,8.257007e-06,2019-03-08,2458550.5,14,-6.69,-7.33,2046-2118,0,5.39780891187327
2016 WN7,0.009,(2016 WN7),27.89,bK16W07N,3.263104e-06,2016-12-01,2457723.5,4,-7.20,-7.25,2095-2118,0,6.16143422949437
2018 WA3,0.0091,(2018 WA3),27.85,bK18W03A,6.267e-07,2018-12-09,2458461.5,1,-7.22,-7.22,2055-2055,0,16.37
2015 PS228,0.0055,(2015 PS228),28.94,bK15PM8S,8.51071e-07,2015-09-15,2457280.5,4,-8.27,-8.32,2080-2115,0,2.54646092981667
2016 WY,0.0049,(2016 WY),29.18,bK16W00Y,0.00013139042,2016-11-29,2457721.5,38,-6.30,-6.50,2091-2121,0,3.24007322672384
2012 XM16,0.024,(2012 XM16),25.79,bK12X16M,2.7932705e-06,2012-12-13,2456274.5,12,-5.99,-6.09,2074-2118,0,12.6804710123849
2016 AF2,0.0095,(2016 AF2),27.76,bK16A02F,2.31965e-07,2016-01-13,2457400.5,6,-8.16,-8.21,2076-2121,0,5.88701437716897
2015 XP,0.024,(2015 XP),25.75,bK15X00P,4.849e-07,2015-12-05,2457361.5,1,-6.72,-6.72,2067-2067,0,8.23
2022 DK2,0.012,(2022 DK2),27.29,bK22D02K,4.442e-08,2022-02-28,2459638.5,1,-8.07,-8.07,2054-2054,0,16.76
2012 BY1,0.024,(2012 BY1),25.78,bK12B01Y,4.491797e-06,2012-01-24,2455950.5,10,-5.24,-5.40,2043-2074,0,18.1878535517077
2019 QF,0.0089,(2019 QF),27.91,bK19Q00F,3.9245e-07,2019-09-04,2458730.5,3,-7.82,-8.09,2069-2077,0,11.1248171741623
2017 FD3,0.0095,(2017 FD3),27.75,bK17F03D,2.065e-08,2017-04-01,2457844.5,1,-8.60,-8.60,2044-2044,0,11.36
2016 RR1,0.0093,(2016 RR1),27.80,bK16R01R,0.000209849789,2016-09-27,2457658.5,45,-5.36,-5.68,2079-2120,0,6.75234254073993
2020 VK,0.0095,(2020 VK),27.76,bK20V00K,2.869613e-06,2020-11-10,2459163.5,24,-6.72,-7.30,2064-2097,0,20.4520360759447
2020 VV,0.012,(2020 VV),27.27,bK20V00V,0.0023184416184,2020-12-17,2459200.5,424,-3.81,-4.30,2044-2122,0,2.57514866472861
2020 WG5,0.0096,(2020 WG5),27.74,bK20W05G,0.000228643147,2020-12-11,2459194.5,28,-5.27,-5.38,2086-2121,0,5.95598424303528
2018 RJ3,0.0092,(2018 RJ3),27.83,bK18R03J,1.140e-06,2018-09-17,2458378.5,1,-7.37,-7.37,2070-2070,0,8.13
2020 VT3,0.0057,(2020 VT3),28.88,bK20V03T,6.849e-08,2020-11-15,2459168.5,2,-9.30,-9.37,2100-2100,0,8.95853847276975
2019 VB37,0.043,(2019 VB37),24.50,bK19V37B,5.697875e-05,2019-11-03,2458790.5,5,-3.61,-3.61,2049-2067,0,14.5489493451506
2025 HM4,0.02,(2025 HM4),26.19,bK25H04M,3.97915713e-05,2025-04-30,2460795.5,46,-4.98,-5.52,2091-2124,0,18.8147985216407
2025 HS18,0.011,(2025 HS18),27.36,bK25H18S,6.1046e-07,2025-05-03,2460798.5,3,-7.57,-7.65,2090-2110,0,9.0349805065033
2011 WQ4,0.011,(2011 WQ4),27.36,bK11W04Q,1.69525e-07,2011-11-24,2455889.5,3,-8.27,-8.43,2081-2119,0,7.14977584427076
2012 HE31,0.022,(2012 HE31),25.98,bK12H31E,8.217125e-07,2012-04-29,2456046.5,20,-6.68,-7.45,2046-2117,0,10.6009073976604
2014 WA,0.0078,(2014 WA),28.20,bK14W00A,1.755e-05,2014-11-16,2456977.5,1,-6.05,-6.05,2049-2049,0,9.55
2013 AG69,0.012,(2013 AG69),27.27,bK13A69G,7.3305587e-06,2013-01-17,2456309.5,6,-6.33,-6.48,2092-2122,0,17.3470887746933
2013 GW38,0.0069,(2013 GW38),28.44,bK13G38W,3.042437e-06,2013-04-10,2456392.5,11,-7.26,-7.41,2070-2121,0,10.2692221334411
2016 JB29,0.039,(2016 JB29),24.71,bK16J29B,1.48612e-06,2016-09-07,2457638.5,3,-5.94,-6.01,2090-2117,0,8.57043388151697
2019 SM8,0.0049,(2019 SM8),29.20,bK19S08M,3.37494e-07,2019-10-01,2458757.5,2,-8.28,-8.28,2061-2066,0,14.05
2019 SQ1,0.01,(2019 SQ1),27.62,bK19S01Q,1.423e-08,2019-10-03,2458759.5,1,-9.40,-9.40,2090-2090,0,6.00
2020 VW,0.0073,(2020 VW),28.32,bK20V00W,0.0070262432,2020-11-18,2459171.5,12,-3.81,-4.10,2074-2079,0,9.69001491664849
2021 VP11,0.0015,(2021 VP11),31.77,bK21V11P,0.000201394271,2021-11-09,2459527.5,93,-6.66,-7.08,2028-2118,0,8.98935406578671
2020 VN6,0.0095,(2020 VN6),27.76,bK20V06N,4.034474e-06,2020-11-21,2459174.5,7,-7.05,-7.25,2061-2118,0,9.20578454589124
2020 VO1,0.0085,(2020 VO1),28.00,bK20V01O,0.0001393950052,2020-11-21,2459174.5,66,-5.54,-5.83,2058-2121,0,7.67664814241135
2012 KT42,0.0059,(2012 KT42),28.81,bK12K42T,1.313e-10,2012-05-29,2456076.5,1,-11.82,-11.82,2109-2109,0,15.91
2018 FE3,0.012,(2018 FE3),27.17,bK18F03E,1.003e-05,2018-04-13,2458221.5,1,-6.49,-6.49,2118-2118,0,6.05
2021 NU3,0.0064,(2021 NU3),28.61,bK21N03U,4.89328e-07,2021-07-17,2459412.5,3,-8.19,-8.37,2093-2117,0,11.7618322270542
2022 TW2,0.0067,(2022 TW2),28.51,bK22T02W,0.0001355911567,2022-10-26,2459878.5,176,-5.91,-6.53,2070-2122,0,3.98978839291073
2017 YC6,0.023,(2017 YC6),25.86,bK17Y06C,6.383e-10,2017-12-28,2458115.5,1,-9.48,-9.48,2072-2072,0,15.21
2017 YM14,0.00969,(2017 YM14),27.72,bK17Y14M,1.49189e-07,2017-12-29,2458116.5,3,-7.93,-7.97,2071-2074,0,18.3829103352124
2019 QZ98,0.0057,(2019 QZ98),28.87,bK19Q98Z,2.5169521e-05,2019-08-30,2458725.5,56,-6.86,-7.38,2057-2123,0,5.94725368706858
2020 XF4,0.01,(2020 XF4),27.55,bK20X04F,2.98247e-06,2020-12-16,2459199.5,7,-7.17,-7.39,2108-2119,0,6.69302500947201
2023 LC,0.0064,(2023 LC),28.62,bK23L00C,6.007e-08,2023-07-08,2460133.5,1,-9.35,-9.35,2099-2099,0,3.99
2021 AC4,0.0058,(2021 AC4),28.83,bK21A04C,6.062e-08,2021-01-12,2459226.5,1,-9.48,-9.48,2120-2120,0,7.16
2007 DX40,0.0402,(2007 DX40),24.62,bK07D40X,7.75654249e-05,2007-03-02,2454161.5,93,-3.64,-4.03,2035-2122,0,15.5239057384703
2007 YM,0.0216,(2007 YM),25.97,bK07Y00M,2.80983e-08,2007-12-17,2454451.5,7,-7.99,-8.33,2052-2119,0,10.6854573764249
2007 EE26,0.021,(2007 EE26),26.07,bK07E26E,6.8923e-08,2007-03-13,2454172.5,3,-8.00,-8.19,2086-2117,0,4.60126953266689
2007 TL16,0.019,(2007 TL16),26.21,bK07T16L,6.6110904e-06,2007-10-19,2454392.5,15,-5.86,-6.13,2074-2092,0,11.4195066683705
2002 VU17,0.038,(2002 VU17),24.76,bK02V17U,1.19727e-05,2002-12-05,2452613.5,5,-4.89,-5.33,2084-2099,0,13.6884290928529
2012 CU,0.021,(2012 CU),26.00,bK12C00U,9.751e-07,2012-02-21,2455978.5,3,-6.48,-6.82,2040-2100,0,10.9311127063891
2002 EM7,0.045,(2002 EM7),24.39,bK02E07M,1.819e-09,2002-04-06,2452370.5,1,-8.76,-8.76,2117-2117,0,10.28
2017 FN1,0.0026,(2017 FN1),30.57,bK17F01N,0.000173952744,2017-03-20,2457832.5,9,-5.61,-5.68,2033-2072,0,17.924000779775
2017 KJ32,0.0057,(2017 KJ32),28.87,bK17K32J,5.47038e-08,2017-06-02,2457906.5,5,-9.50,-9.95,2073-2105,0,2.47025069556411
2007 EN88,0.017,(2007 EN88),26.44,bK07E88N,1.0537997e-06,2007-03-16,2454175.5,7,-6.89,-7.14,2094-2119,0,12.1274612196227
2019 GS19,0.025,(2019 GS19),25.64,bK19G19S,1.57823e-07,2019-05-10,2458613.5,3,-7.18,-7.33,2069-2102,0,13.8966324933628
2021 GN2,0.0075,(2021 GN2),28.27,bK21G02N,3.0827681e-06,2021-05-17,2459351.5,12,-7.36,-7.68,2084-2121,0,8.08712221688034
2021 OE1,0.019,(2021 OE1),26.22,bK21O01E,1.12587e-06,2021-08-08,2459434.5,6,-6.80,-7.14,2091-2109,0,9.89984962739925
2003 DW10,0.02,(2003 DW10),26.10,bK03D10W,1.039e-07,2003-08-06,2452857.5,2,-7.33,-7.47,2046-2058,0,7.82626371511068
2003 WT153,0.0083,(2003 WT153),28.05,bK03WF3T,3.10332749e-05,2003-12-01,2452974.5,133,-6.19,-6.87,2042-2121,0,4.33795756770098
2015 DD54,0.028,(2015 DD54),25.44,bK15D54D,3.11222e-06,2015-03-30,2457111.5,2,-6.14,-6.14,2113-2116,0,6.71985328800663
2015 FA345,0.0533,(2015 FA345),24.02,bK15FY5A,7.329e-08,2015-03-23,2457104.5,4,-6.77,-7.26,2056-2095,0,9.7943716741711
2019 ES2,0.023,(2019 ES2),25.81,bK19E02S,2.796e-10,2019-03-17,2458559.5,1,-10.33,-10.33,2105-2105,0,5.96
2020 BK3,0.014,(2020 BK3),26.92,bK20B03K,6.222419e-05,2020-02-19,2458898.5,5,-5.29,-5.30,2091-2105,0,10.3802289624019
2020 PX5,0.0041,(2020 PX5),29.57,bK20P05X,1.8032116e-05,2020-08-18,2459079.5,12,-7.26,-7.45,2084-2118,0,10.0580926237387
2020 SK4,0.0029,(2020 SK4),30.33,bK20S04K,1.83777944e-05,2020-09-24,2459116.5,93,-7.68,-8.53,2072-2122,0,5.51818699430003
2020 SW5,0.023,(2020 SW5),25.80,bK20S05W,6.7923452e-06,2020-10-24,2459146.5,6,-5.67,-5.93,2110-2122,0,15.7899717897141
2019 TA,0.0043,(2019 TA),29.46,bK19T00A,1.8762e-07,2019-10-05,2458761.5,2,-9.32,-9.60,2116-2121,0,6.04939878477774
2016 HF3,0.037,(2016 HF3),24.78,bK16H03F,9.568e-06,2016-06-08,2457547.5,1,-5.07,-5.07,2078-2078,0,7.93
2016 CG18,0.0068,(2016 CG18),28.50,bK16C18G,0.000161677144,2016-02-06,2457424.5,102,-5.81,-6.25,2062-2122,0,4.25636417835288
2019 LW4,0.012,(2019 LW4),27.28,bK19L04W,0.00101259782,2019-06-08,2458642.5,36,-4.26,-4.29,2083-2117,0,8.62055500306134
2019 UL,0.0061,(2019 UL),28.74,bK19U00L,0.000112962664,2019-10-26,2458782.5,41,-6.11,-6.33,2082-2121,0,4.24561069877035
2018 BL11,0.0076,(2018 BL11),28.24,bK18B11L,0.0001071287977,2018-01-25,2458143.5,27,-5.78,-6.08,2102-2122,0,11.2845129606826
2013 NR13,0.024,(2013 NR13),25.75,bK13N13R,1.885e-08,2013-07-16,2456489.5,1,-8.35,-8.35,2114-2114,0,11.31
2014 HB177,0.0075,(2014 HB177),28.28,bK14HH7B,2.11164e-06,2014-05-05,2456782.5,7,-7.46,-7.66,2059-2100,0,6.08636562103389
2015 QS8,0.017,(2015 QS8),26.54,bK15Q08S,5.228e-06,2015-08-26,2457260.5,1,-6.40,-6.40,2116-2116,0,8.04
2016 WU,0.012,(2016 WU),27.30,bK16W00U,1.837e-06,2016-12-02,2457724.5,1,-7.22,-7.22,2109-2109,0,7.05
2010 NH,0.025,(2010 NH),25.68,bK10N00H,5.69492e-07,2010-07-19,2455396.5,2,-6.75,-6.75,2092-2101,0,10.29
2020 FA1,0.018,(2020 FA1),26.35,bK20F01A,2.120e-06,2020-11-20,2459173.5,1,-6.85,-6.85,2119-2119,0,2.23
2014 UD57,0.023,(2014 UD57),25.82,bK14U57D,3.4586483e-05,2014-11-25,2456986.5,28,-5.07,-5.14,2076-2121,0,8.72327783429151
2015 TB1,0.018,(2015 TB1),26.35,bK15T01B,5.265e-08,2015-10-15,2457310.5,1,-8.21,-8.21,2100-2100,0,8.33
2020 XG,0.0081,(2020 XG),28.10,bK20X00G,8.84649852e-05,2020-12-09,2459192.5,113,-5.80,-6.46,2081-2121,0,11.1113422025645
2021 EP3,0.016,(2021 EP3),26.69,bK21E03P,9.96448e-07,2021-03-11,2459284.5,6,-6.83,-7.15,2105-2121,0,19.9371093323485
2021 UL7,0.024,(2021 UL7),25.79,bK21U07L,5.3772e-07,2022-06-04,2459734.5,2,-7.18,-7.25,2117-2121,0,2.45417391951201
2022 LL1,0.026,(2022 LL1),25.54,bK22L01L,2.24438e-06,2022-06-10,2459740.5,4,-5.84,-5.99,2118-2118,0,24.2994578458193
2022 GB,0.0045,(2022 GB),29.36,bK22G00B,1.7813e-06,2022-04-03,2459672.5,2,-8.25,-8.34,2121-2122,0,8.08619042272498
2020 CA,0.0041,(2020 CA),29.59,bK20C00A,1.13726e-06,2020-02-01,2458880.5,2,-8.36,-8.38,2116-2116,0,13.1691490072631
2017 HJ,0.011,(2017 HJ),27.46,bK17H00J,3.8747486e-06,2017-04-25,2457868.5,32,-6.67,-7.53,2073-2121,0,14.8291356987651
2017 UQ7,0.031,(2017 UQ7),25.16,bK17U07Q,4.917e-09,2017-11-23,2458080.5,1,-8.61,-8.61,2122-2122,0,14.05
2020 XU4,0.0091,(2020 XU4),27.84,bK20X04U,1.012e-06,2020-12-16,2459199.5,1,-7.76,-7.76,2112-2112,0,6.68
2024 CU,0.018,(2024 CU),26.35,bK24C00U,0.000154072261,2024-05-14,2460444.5,66,-4.82,-5.59,2067-2123,0,7.38382512488734
2016 JX11,0.036,(2016 JX11),24.87,bK16J11X,4.397e-09,2016-05-08,2457516.5,1,-8.25,-8.25,2092-2092,0,17.62
2025 DN6,0.0032,(2025 DN6),30.14,bK25D06N,0.0002217240446,2025-02-26,2460732.5,279,-6.42,-7.33,2070-2125,0,5.7348916770121
2022 QN6,0.017,(2022 QN6),26.45,bK22Q06N,2.018176e-06,2022-10-01,2459853.5,16,-6.59,-6.83,2066-2117,0,6.06437937028287
2017 UL5,0.018,(2017 UL5),26.36,bK17U05L,3.56165e-07,2017-10-31,2458057.5,4,-7.42,-7.57,2089-2116,0,8.11895259219744
2021 BR2,0.0023,(2021 BR2),30.82,bK21B02R,4.2747e-07,2021-01-20,2459234.5,5,-9.53,-9.93,2103-2122,0,7.38343977355136
2023 TA1,0.017,(2023 TA1),26.46,bK23T01A,1.905e-08,2023-10-15,2460232.5,1,-8.74,-8.74,2101-2101,0,7.54
2021 CA6,0.0066,(2021 CA6),28.54,bK21C06A,1.4561572e-05,2021-02-13,2459258.5,38,-6.87,-7.50,2071-2122,0,6.38228676409388
2021 CC7,0.0039,(2021 CC7),29.72,bK21C07C,0.00036401307,2021-02-14,2459259.5,13,-6.10,-6.11,2100-2118,0,3.98997731812212
2021 CD,0.012,(2021 CD),27.19,bK21C00D,1.128276e-06,2021-02-19,2459264.5,16,-7.34,-7.97,2115-2122,0,9.62405561227927
2021 DR,0.0095,(2021 DR),27.75,bK21D00R,0.0003291516814,2021-03-06,2459279.5,240,-5.08,-5.58,2046-2122,0,3.43811851677814
2012 ES10,0.061,(2012 ES10),23.74,bK12E10S,1.20069e-06,2012-03-28,2456014.5,6,-4.81,-5.08,2056-2064,0,24.3580462067644
2012 FB71,0.0487,(2012 FB71),24.21,bK12F71B,3.45e-08,2012-04-13,2456030.5,2,-7.06,-7.21,2086-2095,0,17.1848405797101
2019 QB1,0.011,(2019 QB1),27.49,bK19Q01B,6.932e-08,2019-09-04,2458730.5,1,-8.12,-8.12,2053-2053,0,11.51
2020 YK3,0.013,(2020 YK3),27.13,bK20Y03K,8.919701e-06,2021-01-07,2459221.5,9,-6.24,-6.38,2064-2116,0,4.07324538681285
2023 TD167,0.0049,(2023 TD167),29.20,bK23TG7D,6.3616568e-05,2023-10-18,2460235.5,107,-6.54,-7.24,2048-2123,0,3.32122348231674
2021 CH37,0.00876,(2021 CH37),27.94,bK21C37H,1.207153e-05,2021-02-13,2459258.5,5,-6.75,-7.00,2114-2120,0,7.32559675534087
2021 CU1,0.0065,(2021 CU1),28.58,bK21C01U,5.72482759e-05,2021-02-10,2459255.5,43,-6.25,-6.56,2059-2122,0,8.34190525234665
2021 RP2,0.003,(2021 RP2),30.24,bK21R02P,0.000799635441300001,2021-09-07,2459464.5,427,-5.81,-6.28,2050-2122,0,4.4514142368942
2020 WT4,0.00952,(2020 WT4),27.76,bK20W04T,5.0237008e-06,2020-12-09,2459192.5,35,-6.92,-7.53,2062-2121,0,3.81966151208687
2020 VB3,0.004,(2020 VB3),29.63,bK20V03B,1.376145e-06,2020-11-14,2459167.5,14,-8.48,-8.87,2082-2120,0,5.36803301977626
2020 VB5,0.0099,(2020 VB5),27.67,bK20V05B,3.240e-05,2020-11-15,2459168.5,1,-5.00,-5.00,2037-2037,0,16.92
2020 VN1,0.0089,(2020 VN1),27.90,bK20V01N,0.001706598,2022-03-23,2459661.5,2,-4.66,-4.66,2115-2122,0,2.96000936365799
443104,0.05,443104 (2013 XK22),24.16,a0443104,4.456e-06,2016-07-30,2457599.5,1,-5.29,-5.29,2101-2101,0,6.90
2016 SK2,0.03,(2016 SK2),25.30,bK16S02K,2.32401e-06,2016-10-27,2457688.5,3,-5.77,-5.79,2075-2082,0,13.6397359735974
2020 KD1,0.0088,(2020 KD1),27.92,bK20K01D,4.4216e-08,2020-05-22,2458991.5,2,-8.40,-8.41,2042-2061,0,8.72136783064954
2020 UX,0.002,(2020 UX),31.11,bK20U00X,9.12352e-06,2020-10-18,2459140.5,4,-8.19,-8.28,2087-2109,0,8.36905137490793
2020 VK6,0.026,(2020 VK6),25.57,bK20V06K,1.369e-07,2021-03-11,2459284.5,1,-7.32,-7.32,2090-2090,0,9.57
2020 XE,0.019,(2020 XE),26.25,bK20X00E,3.183e-06,2020-12-10,2459193.5,1,-5.24,-5.24,2040-2040,0,24.11
2017 MA3,0.015,(2017 MA3),26.73,bK17M03A,6.034e-09,2017-06-27,2457931.5,1,-9.37,-9.37,2110-2110,0,9.02
2017 RZ15,0.0129,(2017 RZ15),27.15,bK17R15Z,6.5016974e-05,2017-09-18,2458014.5,29,-5.53,-5.93,2070-2122,0,7.85869635858476
2017 TT3,0.025,(2017 TT3),25.62,bK17T03T,2.557955e-07,2017-10-30,2458056.5,5,-7.22,-7.50,2108-2115,0,8.66043941351588
2020 YB1,0.015,(2020 YB1),26.82,bK20Y01B,1.24802916e-05,2020-12-22,2459205.5,36,-5.91,-6.25,2073-2120,0,11.7865190911885
2021 CD8,0.0066,(2021 CD8),28.54,bK21C08D,1.055102e-05,2021-03-15,2459288.5,15,-7.16,-7.59,2099-2122,0,2.16625711068693
1996 TC1,0.055,(1996 TC1),23.93,bJ96T01C,1.328002e-06,1996-10-11,2450367.5,4,-4.96,-4.98,2064-2072,0,23.9996520487168
1997 UA11,0.032,(1997 UA11),25.12,bJ97U11A,3.1061e-07,1997-11-08,2450760.5,2,-6.55,-6.61,2073-2073,0,11.9574624126718
2020 XP3,0.038,(2020 XP3),24.76,bK20X03P,3.877e-09,2020-12-12,2459195.5,1,-8.25,-8.25,2119-2119,0,23.42
2020 YN,0.0098,(2020 YN),27.68,bK20Y00N,9.0882395e-05,2020-12-22,2459205.5,6,-4.83,-4.83,2046-2060,0,16.1892930946637
2020 YE4,0.02,(2020 YE4),26.19,bK20Y04E,1.762e-08,2020-12-26,2459209.5,1,-8.57,-8.57,2107-2107,0,10.87
2001 SB170,0.11,(2001 SB170),22.44,bK01SH0B,1.736e-08,2001-10-13,2452195.5,1,-6.38,-6.38,2095-2095,0,22.48
2001 YN2,0.035,(2001 YN2),24.93,bK01Y02N,2.4118e-08,2002-01-08,2452282.5,4,-7.42,-7.70,2067-2113,0,18.6995057633303
2020 XX3,0.0068,(2020 XX3),28.47,bK20X03X,2.40664e-08,2020-12-18,2459201.5,2,-9.64,-9.64,2086-2094,0,4.60017152544627
2020 YS2,0.0021,(2020 YS2),31.00,bK20Y02S,1.743184e-06,2021-01-07,2459221.5,7,-9.06,-9.26,2092-2119,0,2.63018462766983
2020 QF1,0.0065,(2020 QF1),28.58,bK20Q01F,4.280808e-05,2020-08-19,2459080.5,4,-6.26,-6.26,2102-2122,0,12.4083952422066
2021 EW1,0.0076,(2021 EW1),28.24,bK21E01W,2.663e-05,2021-03-15,2459288.5,1,-6.42,-6.42,2103-2103,0,8.82
2021 RL14,0.011,(2021 RL14),27.45,bK21R14L,4.40204771e-05,2021-10-01,2459488.5,15,-5.84,-5.95,2098-2121,0,9.67672145209439
2010 NN,0.00708,(2010 NN),28.41,bK10N00N,5.84362935e-05,2010-07-07,2455384.5,37,-6.05,-6.41,2060-2121,0,7.72794882538195
2010 QG2,0.044,(2010 QG2),24.41,bK10Q02G,9.493007e-06,2010-09-03,2455442.5,7,-4.43,-4.44,2051-2066,0,12.8889938193451
2010 UC7,0.039,(2010 UC7),24.68,bK10U07C,1.307509e-06,2010-11-03,2455503.5,11,-5.96,-6.51,2104-2118,0,13.4004250754679
2010 VN1,0.00738,(2010 VN1),28.31,bK10V01N,1.95253e-06,2010-11-09,2455509.5,7,-7.10,-7.34,2046-2066,0,10.9857208852105
2011 EB74,0.0138,(2011 EB74),26.93,bK11E74B,0.0003973797977,2011-03-15,2455635.5,196,-4.34,-5.20,2032-2121,0,7.53206027964869
2021 CK3,0.0036,(2021 CK3),29.87,bK21C03K,1.40571885e-05,2021-02-09,2459254.5,42,-7.25,-7.99,2056-2119,0,13.6384999912322
2022 GP,0.018,(2022 GP),26.33,bK22G00P,5.13128e-07,2022-04-07,2459676.5,12,-6.94,-7.12,2076-2120,0,17.3746692832977
2021 FO1,0.0043,(2021 FO1),29.47,bK21F01O,0.00011273735,2021-03-21,2459294.5,52,-6.41,-6.63,2075-2121,0,7.2179996907857
1997 TC25,0.039,(1997 TC25),24.71,bJ97T25C,6.066415e-07,1997-10-23,2450744.5,10,-6.09,-6.54,2047-2112,0,9.06720049650411
2021 CF1,0.021,(2021 CF1),26.00,bK21C01F,2.633e-07,2021-02-07,2459252.5,1,-7.00,-7.00,2077-2077,0,14.17
2021 CJ3,0.011,(2021 CJ3),27.50,bK21C03J,8.61783e-06,2021-02-17,2459262.5,6,-6.24,-6.40,2062-2081,0,11.3720534519711
2020 XA6,0.052,(2020 XA6),24.07,bK20X06A,1.85725e-06,2020-12-22,2459205.5,6,-4.97,-5.37,2062-2073,0,20.6933383766321
2020 YG2,0.039,(2020 YG2),24.71,bK20Y02G,1.05035e-07,2021-01-12,2459226.5,2,-7.08,-7.09,2097-2109,0,9.31979673442186
2002 VY91,0.021,(2002 VY91),26.02,bK02V91Y,1.6521331e-06,2002-12-04,2452612.5,5,-6.63,-6.74,2112-2119,0,9.18781036164701
2022 JK2,0.00851,(2022 JK2),28.00,bK22J02K,2.583671e-06,2022-05-13,2459712.5,12,-7.23,-7.38,2062-2121,0,7.7585042213192
2014 YN,0.024,(2014 YN),25.71,bK14Y00N,0.00014794657,2015-01-23,2457045.5,52,-4.64,-5.19,2093-2121,0,3.27701357997012
2021 EF3,0.0046,(2021 EF3),29.32,bK21E03F,0.00026202487,2021-04-15,2459319.5,16,-6.15,-6.67,2108-2122,0,3.40462793970664
2020 YL,0.014,(2020 YL),26.99,bK20Y00L,3.862e-07,2020-12-24,2459207.5,2,-7.65,-7.70,2097-2109,0,8.19547384774728
2021 EN3,0.011,(2021 EN3),27.40,bK21E03N,4.051e-08,2021-03-14,2459287.5,1,-8.71,-8.71,2093-2093,0,10.86
2021 KQ2,0.0035,(2021 KQ2),29.92,bK21K02Q,8.1896e-07,2021-06-02,2459367.5,4,-8.94,-9.06,2102-2116,0,2.32796009573117
2021 KT2,0.00712,(2021 KT2),28.38,bK21K02T,0.0001421933594,2021-05-31,2459365.5,17,-5.49,-5.57,2057-2120,0,8.27101066752067
2002 TY59,0.028,(2002 TY59),25.43,bK02T59Y,1.557916e-05,2002-10-30,2452577.5,7,-5.36,-5.53,2084-2118,0,8.22428471111408
2017 RC,0.009,(2017 RC),27.88,bK17R00C,6.5607998e-05,2017-09-15,2458011.5,58,-5.89,-6.43,2084-2124,0,9.85284940549474
2024 SO1,0.0058,(2024 SO1),28.84,bK24S01O,3.4095819e-05,2024-09-28,2460581.5,22,-6.52,-6.78,2074-2123,0,11.5535425601596
2022 QD8,0.024,(2022 QD8),25.77,bK22Q08D,3.707e-08,2022-09-17,2459839.5,1,-7.84,-7.84,2102-2102,0,16.98
2021 GC8,0.0026,(2021 GC8),30.59,bK21G08C,2.3609671e-05,2021-04-13,2459317.5,34,-7.26,-7.77,2037-2119,0,6.55873334744901
2021 GE6,0.006,(2021 GE6),28.75,bK21G06E,3.2784877e-06,2021-04-11,2459315.5,15,-7.52,-7.90,2056-2117,0,3.22751605900489
2022 UN8,0.016,(2022 UN8),26.64,bK22U08N,1.614e-08,2022-10-29,2459881.5,1,-8.80,-8.80,2104-2104,0,11.29
2021 PK4,0.008,(2021 PK4),28.14,bK21P04K,1.4814369e-05,2021-08-10,2459436.5,11,-6.27,-6.34,2060-2076,0,12.0003378847928
2021 TK11,0.0063,(2021 TK11),28.66,bK21T11K,1.052e-09,2021-10-15,2459502.5,1,-10.77,-10.77,2073-2073,0,10.22
2021 QY3,0.024,(2021 QY3),25.77,bK21Q03Y,0.0001029562101,2021-09-06,2459463.5,81,-4.59,-5.12,2085-2119,0,12.0813035261969
2021 RN,0.015,(2021 RN),26.72,bK21R00N,6.42682e-07,2021-09-15,2459472.5,10,-7.06,-7.33,2097-2115,0,17.5679983880053
2021 RO16,0.016,(2021 RO16),26.57,bK21R16O,4.43584e-08,2021-10-14,2459501.5,6,-8.46,-8.70,2095-2119,0,7.57913432405136
2022 HB2,0.012,(2022 HB2),27.25,bK22H02B,2.1110561e-05,2022-05-07,2459706.5,12,-5.98,-6.18,2079-2123,0,7.97425461312941
